MI_OBJ_OIS_SUM_OF_TAXATION_VALUES,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA,MI_OBJ_OIS_MOTHER_ID,MI_OBJ_OIS_TAXATION_VALUE,MI_OBJ_OIS_CONSTRUCTION_YEAR,MI_OBJ_OIS_SIZE_OF_BUSINESS_AREA_BUILDING,MI_OBJ_OIS_SIZE_OF_BASEMENT,MI_OBJ_OIS_SIZE_OF_HOUSE,C20_6MONTH%,MI_OBJ_OIS_TAXATION_VALUE_PLOT,KOEBESUM_BELOEB
1300000,0,0,1277976.62,1987,0,0,124,0.37,338565.5,925000
1300000,0,0,1300000,1988,0,0,127,29.92,315600,962500
910000,0,0,910000,1972,0,0,57,31.89,291800,725000
1600000,0,0,1602071.38,2004,0,0,120,4.98,291677.12,1495000
860000,0,12281,860000,1985,0,0,82,31.12,189900,880000
1050000,0,0,1032211.88,1987,0,0,85,8.61,301897.4,780000
640000,130,11144,640000,1880,0,0,0,31.61,81300,600000
1900000,0,0,1823451.82,1996,0,0,155,8.94,319391.98,1960000
750000,0,0,750000,1989,0,0,70,29.69,183000,695000
780000,0,0,779641,1990,0,0,68,26.83,219498.93,645000
1200000,0,0,1200000,1999,0,0,98,30.71,287800,1227000
660000,0,0,660000,1961,0,0,56,24.74,206600,450000
2100000,0,0,2100000,2008,0,0,151,28.53,329600,2075000
1400000,0,0,1400000,2005,0,0,99,35.56,264500,1550000
2300000,0,0,2207336.41,2005,0,0,160,18.3,351830.23,2425000
1750000,0,0,1691764.25,2007,0,0,130,17.32,370061.35,700000
1950000,0,0,1912577.8,2006,0,0,146,-0.26,431556.02,1750000
3400000,0,0,3505124.08,1908,0,102,306,5.49,624839.91,3307000
1350000,0,0,1350000,1961,0,112,112,31.71,458100,1385000
1600000,0,0,1518207.79,1975,0,60,181,20.26,399952.86,1900000
1650000,0,0,1600761.02,1972,0,61,162,8.23,520780.92,1700000
700000,0,0,700000,1971,0,0,65,30.63,295500,1195000
870000,0,0,866537.52,1979,0,0,87,27.86,295021.16,1275000
870000,0,0,874036.58,1994,0,0,34,3.61,465047.74,1300000
550000,0,0,537947.8,1970,0,0,54,18.25,238457.59,680000
750000,0,0,750000,1970,0,0,40,30.71,377900,775000
2200000,0,0,2227183.31,1959,0,44,160,26.83,303.71,790000
1100000,0,0,1067174.01,1900,0,0,175,5.39,153576.04,655000
14200000,1517,0,14552026.11,1873,1451,635,0,29,2254129.34,9210000
5800000,0,0,5800000,1912,0,112,470,32.36,1333500,350000
1350000,0,0,1280987.82,1938,0,36,135,17.38,542949.06,1665000
1550000,0,0,1550000,1963,0,0,163,31.61,510700,1750000
1200000,0,0,1200000,1892,0,0,87,35.79,634700,490000
2000000,0,0,1957493.85,1940,0,55,188,4.52,454627.95,1430000
1950000,0,0,1850315.74,1996,0,0,160,18.25,416748.04,2095000
2050000,0,0,1945203.73,1996,0,0,184,13.5,410770.09,1935000
1350000,0,0,1350000,1962,0,31,131,29.92,511100,2095000
4550000,159,0,4550000,1880,342,0,181,29.2,1010000,5750000
1450000,0,0,1419183.04,1974,0,0,153,2.17,429963.52,1900000
1600000,0,0,1600000,1914,0,12,161,25.13,370100,2400000
1750000,0,0,1660539.77,1961,0,84,152,18.3,451097.49,2550000
1250000,0,0,1186099.83,1961,0,113,113,10.14,358202.15,1450000
1200000,0,0,1200000,1966,0,0,143,28.3,295500,1385000
1450000,0,0,1450000,1967,0,0,138,26.45,531000,1955000
1600000,0,0,1600000,1932,0,73,140,39.32,385500,1865000
1050000,0,0,1050000,1930,0,0,84,42.54,459800,1135000
1350000,0,0,1321308.35,1965,0,0,129,5.19,588520.52,1200000
1000000,0,0,1000000,1929,0,56,60,35.56,497000,1075000
950000,0,0,929809.58,1920,0,0,179,5.31,369476.96,1280000
860000,0,0,841722.35,1902,0,0,94,5,304586.04,745000
1800000,0,0,1761744.46,1972,0,120,205,3.91,447483.09,550000
1300000,0,0,1300000,1967,0,0,137,29.66,464200,1795000
1450000,0,0,1448199.83,1968,0,100,138,5.89,444647.29,1735000
1200000,0,0,1174496.31,1966,0,0,138,6.31,400796.86,1475000
1250000,0,0,1223433.65,1966,0,0,134,6.31,421546.3,1450000
1950000,0,0,1947579.08,1967,0,110,185,5.75,438654.74,2240000
1700000,0,0,1649268.93,1969,0,88,131,1.28,565505.21,1825000
1450000,0,0,1419183.04,1970,0,0,139,5.36,492505.45,1420000
1850000,216,0,1895862.56,1965,216,0,114,26.46,294832.25,900000
1550000,0,0,1470763.79,1930,0,54,107,10.73,514387.78,1675000
1800000,0,0,1800000,1932,0,67,129,28.22,587000,2390000
1550000,0,0,1550000,1954,0,92,92,29.2,526100,1240000
1050000,0,0,1062973.85,1965,0,0,106,26.83,422051.24,501000
1500000,0,0,1423319.8,1960,0,0,138,8.94,408872.33,1495000
1100000,0,0,1100000,1928,0,0,163,26.42,273500,1195000
2000000,0,0,1957493.85,1964,0,102,185,5.33,476062.5,1555000
1500000,0,0,1423319.8,1961,0,60,137,19.8,460111.85,1530000
3150000,0,0,3771508.11,1900,0,140,48,21.54,749512.4,2725000
680000,0,0,683155.03,1972,0,0,49,7.16,214892.44,515000
700000,0,0,703247.82,1973,0,0,69,5.33,197210.78,475000
810000,0,0,792250.4,1967,0,0,75,9.01,229263.57,950000
880000,0,0,880000,2004,0,0,73,39.32,195000,1165000
910000,0,0,910000,2010,0,0,72,35.79,187100,1150000
660000,0,0,660000,1970,0,0,74,29.2,195000,775000
610000,0,0,610000,1972,0,0,38,24.74,214600,415000
590000,0,0,577071.28,1973,0,0,59,19.51,217624.34,527500
2900000,0,0,2751751.62,1913,0,0,217,8.94,604436.48,2800000
1950000,0,0,1950000,1956,0,0,214,45.97,650100,2995000
12600000,0,0,15086032.43,1947,0,170,658,18.13,3090960.42,7000000
3950000,341,0,3950000,1945,341,0,98,42.66,1456000,1900000
2000000,0,0,1897759.74,2003,0,0,162,18.7,292824.33,2385000
1150000,0,0,1150000,1967,0,0,136,31.54,424400,1050000
1900000,0,0,1802871.75,1968,0,177,181,19.8,445309.32,1800000
1400000,0,0,1370245.69,1951,0,83,83,6.51,596937.75,1125000
1050000,0,0,1054871.73,1973,0,0,56,5.49,275170.83,600000
740000,0,0,723784.31,1974,0,0,73,14.11,277581.06,325000
2400000,0,0,2472318.81,1924,0,0,264,9.65,451301.2,1345000
1150000,0,0,1125558.96,1898,70,4,88,4.82,135556.45,450000
1500000,0,0,1500000,1972,0,0,220,23.4,366600,1435000
720000,0,0,704222.57,1960,0,0,76,11.45,239240.06,371961
660000,0,0,660000,1968,0,0,60,28.22,257500,670000
730000,0,0,730000,1974,0,0,75,30.61,255400,783300
750000,0,0,733565.18,1950,0,0,90,10.23,200703.43,470000
410000,0,0,411902.3,1962,0,0,31,3.61,182944.9,195000
560000,0,0,560000,1976,0,0,40,28.22,253800,560000
2650000,0,0,2650000,1937,0,0,99,29.98,1523400,3600000
530000,0,0,530000,1936,0,0,42,29.59,216400,510000
1400000,0,0,1400000,1973,0,0,123,31.12,405100,3200000
1300000,109,0,1340174.55,1957,109,0,30,18.94,307415.42,650000
520000,0,0,520000,1950,0,0,42,26.45,210000,255000
730000,0,0,714003.44,1967,0,0,56,18.77,273570.91,1150000
670000,0,0,670000,1957,0,0,40,30.11,311200,220000
560000,0,0,560000,1945,0,0,43,35.56,244800,330000
840000,0,0,843837.16,1971,0,0,81,7.51,248027.85,1000000
940000,50,0,969049.29,1947,50,0,95,10.14,131337.11,2675000
640000,0,0,642969.44,1965,0,0,50,6.23,256685.46,475000
2050000,0,0,2050000,2005,0,0,174,28.64,480200,3400000
970000,0,0,920413.47,1927,0,0,150,13.63,178863.86,870000
1350000,0,0,1350000,1968,0,0,133,35.62,518400,1400000
1250000,0,0,1250000,1964,0,0,120,28.64,387100,1300000
950000,0,0,948820.58,1959,0,31,84,3.34,375433.32,730000
1950000,0,0,1950000,1960,0,105,173,26.45,545200,1610000
820000,0,0,795529.72,1937,0,0,90,3.93,176859.84,300000
530000,0,0,530000,1975,0,0,54,29.59,196700,635000
550000,0,0,550000,1981,0,0,51,29.51,199300,550000
640000,0,0,640000,1972,0,0,66,30.57,197600,775000
530000,0,0,532459.07,1976,0,0,56,5.81,196909.39,400000
1000000,0,0,978086.91,2007,0,0,86,19.1,191215.99,1275000
890000,0,0,870497.35,1965,0,0,76,11.16,219384.89,600000
940000,0,0,941203.3,1973,0,0,64,6.31,425844.43,600000
870000,0,0,866537.52,1974,0,0,61,30.74,401196.91,775000
640000,0,0,642969.44,1974,0,0,65,6.68,225340.7,1050000
610000,0,0,610000,1971,0,0,55,28.22,228200,795000
1200000,0,0,1138655.84,1963,0,91,91,19.51,484118.51,1630000
5300000,0,0,5300000,1887,116,65,276,29.2,1042800,5100000
1300000,0,21767,1320250.18,1920,0,0,121,12.29,155992.64,1350000
3600000,0,0,3711307.85,1907,0,0,50,-0.26,637107.85,1850000
4200000,115,0,4329859.15,1908,115,173,88,-0.03,450923.9,4100000
3500000,0,0,4190564.56,1890,0,110,277,13.5,702218.89,1910000
1650000,0,0,1565651.78,1936,0,0,134,17.82,638406.37,750000
1800000,0,0,1800000,1966,0,42,143,30.57,500400,2245000
1300000,0,0,1233543.83,1969,0,0,95,18.3,459162.97,1295000
3350000,0,0,3350000,1827,741,0,150,44.71,541700,2050000
1800000,0,0,1800000,1777,0,0,120,35.56,359700,1500000
1650000,0,0,1565651.78,1973,0,61,144,9.01,490381.12,1786155
22400000,236,0,23074975.58,1988,2653,0,159,10.14,6425659.61,1050000
1400000,0,0,1370245.69,1920,0,0,118,4.52,512765.51,1195000
9400000,0,0,9400000,1969,265,0,215,25.13,2485800,11026000
3050000,0,0,3141905.16,1922,441,4,180,11.16,644966.17,970000
880000,0,0,880000,1986,0,0,84,31.89,233400,590000
670000,0,0,673108.63,1976,0,0,79,5.31,215394.76,725000
550000,0,0,550000,1979,0,0,67,31.12,170300,400000
1050000,0,0,1050000,2007,0,0,91,31.54,227600,1360000
740000,0,0,740000,1973,0,0,90,28.22,214700,240000
1150000,0,0,1155335.71,1968,0,0,107,6.07,214992.91,700000
315000,0,0,315000,0,0,0,0,33.36,315000,600000
1550000,0,0,1470763.79,1777,0,0,138,9.01,522358.37,1450000
1550000,0,0,1550000,1930,0,35,130,28.31,441100,1725000
2550000,0,0,2473903.39,1920,0,0,303,0.49,579378.47,2650000
1350000,0,0,1280987.82,1974,0,0,145,15.98,421587.33,1775000
1500000,0,0,1423319.8,1972,0,50,138,20.26,369968.26,1525000
2500000,0,0,2500000,1906,0,118,258,31.12,593900,2200000
1850000,0,0,1850000,1945,0,80,163,29.98,452200,2275000
1700000,0,0,1700000,1919,0,27,155,25.47,426900,2400000
1450000,0,0,1419183.04,1972,0,0,147,2.36,541736.42,1495000
890000,0,0,844503.08,1936,0,30,54,18.13,409631.44,550000
7200000,0,0,7200000,1890,220,40,130,39.32,620400,8250000
1800000,0,0,1800000,1932,0,90,150,28.3,382900,1025000
1800000,0,0,1761744.46,1961,0,90,180,5.36,520203.99,1850000
10000000,163,0,10000000,1885,163,143,245,29.2,709200,7400000
11800000,930,0,11800000,1906,930,260,390,44.71,1258000,14650000
2150000,0,0,2040091.72,1927,0,100,180,18.94,542189.96,1695000
1300000,0,0,1300000,1880,0,0,143,29.06,399000,1425000
1250000,0,0,1223433.65,1900,0,0,179,5.57,188996.03,895000
9550000,2240,0,9948003.83,1931,2461,403,0,6.23,3530343.43,13125000
1700000,0,0,1700000,1972,0,0,173,27.69,558700,1945000
1950000,0,0,1950000,1961,0,45,195,29.99,519700,2125000
1250000,0,0,1248448.13,1961,0,54,84,9.51,503873.67,1260000
1350000,0,0,1280987.82,1927,0,85,125,19.31,482884.96,1685000
1100000,0,0,1100000,1956,0,0,110,45.97,332400,800000
2150000,0,0,2150000,1950,0,99,216,35.56,404600,2270000
1450000,0,0,1467916.28,1900,0,5,155,24.67,374875.45,1410000
1750000,0,0,1660539.77,1908,0,12,150,13.5,554050.95,1350000
2700000,0,0,2700000,1916,0,0,234,39.32,595200,3950000
1550000,0,0,1569151.88,1890,0,0,147,24.67,529360.98,1395000
3050000,0,0,3097510.03,1960,534,161,14,5.57,402574.75,2400000
4150000,0,0,4278313.21,1906,0,129,234,5.31,998960.36,500000
1550000,0,0,1517057.73,1897,0,8,165,5.19,210136.96,1600000
530000,0,0,518386.06,1978,0,0,55,15.98,191509.42,580000
650000,0,0,650000,1971,0,0,75,35.56,203500,695000
760000,0,0,760972.88,1947,0,0,42,-2.13,378383.75,75000
730000,0,0,730000,1947,0,0,55,28.64,287900,450000
780000,0,0,780000,1963,0,0,72,32.36,219000,300000
460000,0,0,460000,1966,0,0,35,28.53,178900,200000
1000000,0,0,1000000,2001,0,0,90,35.62,225600,1150000
3400000,0,0,3327728.38,1888,0,60,60,0.37,989999.19,1575000
1050000,0,0,996323.86,1940,0,75,81,17.51,356114.61,825000
1850000,0,0,1755427.76,1900,0,45,170,13.63,550065.66,945000
1500000,0,0,1500000,1920,0,2,140,29.66,492100,1200000
1650000,0,0,1614932.42,1944,0,0,149,0.37,479292.37,1595000
1500000,0,0,1500000,1966,0,0,140,30.15,358500,1500000
1450000,0,0,1450000,1967,0,0,140,29.66,309700,1675000
1250000,0,0,1248448.13,1964,0,0,113,5.89,423673.36,1075000
1350000,0,0,1309713.56,1969,0,0,155,3.41,397473.81,1475000
1150000,0,0,1115681.92,1942,0,0,140,3.93,412220.22,1150000
1350000,0,0,1280987.82,1966,0,70,146,9.01,411718.97,875000
1050000,0,0,1048696.43,1962,0,0,82,4.47,296831.03,960000
1150000,0,0,1125558.96,1960,0,0,100,3.91,442295.73,850000
1300000,0,0,1233543.83,1932,0,10,126,9.05,361048.79,800000
1150000,0,0,1125558.96,1945,0,0,108,5.49,374860.07,925000
1200000,0,0,1198510.21,1946,0,0,118,5.89,368142.38,865000
3950000,0,0,4072129.44,1919,0,116,374,-0.26,983290.4,2280000
1250000,0,0,1250000,1969,0,0,137,29.06,384400,1950000
1200000,0,0,1164189.83,1910,0,10,96,3.13,503997.18,1350000
2500000,50,0,2372199.67,1938,261,122,168,19.51,605100.69,1995000
1050000,0,0,1050000,1954,0,72,92,26.22,349800,1075000
1450000,0,0,1419183.04,1944,0,78,130,3.91,343246.55,797000
810000,0,0,768583.69,1900,0,0,95,17.51,90237.42,750000
910000,0,0,910000,1946,0,80,107,40.81,102100,1315000
1600000,0,0,1518207.79,1966,0,0,177,19.1,384675.9,1375000
1150000,0,0,1150000,1820,0,0,149,29.06,441600,1650000
1500000,0,0,1500000,1934,0,90,124,23.4,375400,2200000
1450000,0,0,1419183.04,1964,0,140,250,-1.47,407256.59,695000
1200000,0,0,1174496.31,1947,0,89,89,5.15,372902.58,1475000
2000000,0,0,1897759.74,1897,0,8,277,18.25,449104.84,1600000
1150000,0,0,1150000,1975,0,0,124,26.45,372700,1145000
1950000,248,0,1974094.3,1973,248,0,157,26.92,257543.38,2075000
1350000,0,0,1350000,1973,0,0,115,40.81,417500,1180000
2150000,0,0,2040091.72,1983,0,0,158,15.98,746199.13,2510000
1500000,0,0,1468120.38,1978,0,0,140,2.36,490645.83,1700000
600000,0,0,600000,1975,0,0,56,35.56,239700,650000
1300000,0,0,1233543.83,1974,0,53,112,17.38,255628.24,1295000
1300000,0,0,1298386.06,1974,0,53,112,5.1,275457.6,1455000
1800000,0,0,1761744.46,1978,0,0,169,3.61,507382.4,1900000
1300000,0,0,1300000,1978,0,0,165,31.89,480500,1850000
2300000,0,0,2251117.92,1827,0,0,244,-1.47,424776.16,1900000
800000,0,17601,783542.86,1971,0,0,107,10.23,132222.86,501000
840000,0,17601,822720,1971,0,0,111,13.5,147404,625000
800000,0,17601,812461.65,1971,0,0,107,6.01,137102.9,515000
460000,0,17601,467165.45,1971,0,0,43,3.61,52810.01,350000
780000,0,17601,763422.6,1971,0,0,107,7.16,132130.83,700000
780000,0,17601,763954.29,1971,0,0,107,17.53,132222.86,540000
460000,0,17601,460000,1971,0,0,43,29.92,52000,495000
460000,0,17601,450537.14,1971,0,0,43,10.23,50930.29,392000
800000,0,17601,812461.65,1971,0,0,107,-3.2,137102.9,550000
460000,0,17601,450537.14,1971,0,0,43,3.13,50930.29,445000
460000,0,17601,460000,1971,0,0,43,29.66,52000,375000
840000,0,17601,822720,1971,0,0,111,13.5,147404,650000
800000,0,17601,783542.86,1971,0,0,107,10.68,132222.86,820000
460000,0,17601,450537.14,1971,0,0,43,17.82,50930.29,325000
460000,0,17601,450537.14,1971,0,0,43,8.71,50930.29,435000
800000,0,17601,783542.86,1971,0,0,107,3.78,132222.86,565000
800000,0,17601,800000,1971,0,0,107,32.36,135000,660000
460000,0,17601,467165.45,1971,0,0,43,6.68,52810.01,275000
460000,0,17601,460000,1971,0,0,43,29.06,52000,420000
800000,0,17601,812461.65,1971,0,0,107,3.91,137102.9,600000
1650000,0,0,1565651.78,1977,0,0,183,19.8,472352.4,1650000
1400000,0,0,1400000,1976,0,0,146,31.89,489900,2050000
1250000,0,0,1223433.65,1977,0,0,122,5.31,462066.42,1800000
1550000,0,0,1517057.73,1977,0,0,138,6.31,509633.52,1495000
1650000,0,0,1565651.78,1978,0,0,153,17.73,539817.76,1750000
1450000,0,0,1419183.04,1978,0,0,124,0.37,559353.87,1498000
1000000,0,0,998758.5,1976,0,0,81,5.43,345270.81,1298000
1150000,0,0,1150000,1976,0,0,97,31.54,341000,1095000
1150000,0,0,1125558.96,1976,0,0,97,2.36,348923.28,1375000
1000000,0,0,970158.19,1976,0,0,81,5.46,347704.7,985000
860000,0,0,816036.69,1976,0,0,64,17.53,288079.93,860000
1750000,0,0,1750000,1984,0,0,159,33.36,392000,1825000
2100000,29,0,2100000,1977,29,0,169,28.3,300000,1995000
1150000,0,0,1091211.85,1977,0,0,97,14.11,330779.52,1112700
1450000,112,22281,1494810.08,1904,0,0,20,18.3,338136.35,862000
1300000,0,0,1300000,1977,0,0,122,26.45,377900,1250000
970000,0,0,968795.75,1977,0,0,82,5.4,278653.62,1075000
1500000,0,0,1468120.38,1979,0,0,137,3.61,547902.53,1600000
720000,0,24184,720000,1890,0,0,70,35.56,65900,795000
790000,0,21748,790000,1851,0,0,87,26.45,86400,910000
1500000,0,0,1500000,1979,0,0,143,28.22,469500,1650000
1150000,0,0,1091211.85,1978,0,0,100,18.7,270620.54,1075000
1150000,0,0,1091211.85,1978,0,0,100,17.73,270620.54,1495000
1200000,0,0,1214827.26,1978,0,0,102,24.67,306743.88,1260000
1300000,0,0,1261205.65,1978,0,0,115,0.49,306181.93,1365000
1200000,0,0,1200000,1979,0,0,100,37.34,288400,1375000
1000000,0,0,978746.92,1979,0,0,95,5,446895.84,1000000
1200000,0,0,1200000,1980,0,0,104,30.63,314300,1095000
970000,0,0,981985.37,1983,0,0,61,31.35,416584.52,998000
1300000,0,0,1233543.83,1980,0,0,110,11.16,473301.28,1350000
1850000,0,0,1850000,1983,0,0,167,32.36,364500,1960000
1200000,0,0,1200000,1965,0,0,92,28.22,401000,1200000
1100000,0,0,1100000,1965,0,0,92,29.98,297800,1235000
1500000,0,0,1423319.8,1985,0,0,143,18.94,366647.18,1750000
1200000,0,0,1205567.7,1942,0,0,66,5.81,1002329.08,1200000
128000000,0,0,124180248.5,1982,0,2621,8940,5.46,14808203.59,68400
900000,0,0,900000,1983,0,0,61,31.27,341300,900000
370000,0,24182,362388.57,1910,0,0,47,18.7,25367.2,265500
190000,0,24182,186091.43,1910,0,0,48,17.38,25367.2,245000
850000,0,23805,832514.29,1983,0,0,68,18.77,229480.11,1075000
1050000,0,0,1027684.27,1984,0,0,88,6.01,280998.24,1000000
1000000,0,0,998758.5,1984,0,0,82,7.11,277355.24,1020000
730000,0,0,692682.3,1984,0,0,50,20.05,213497.97,535000
780000,0,24187,792150.11,1877,0,0,72,3.63,129892.31,1020000
1400000,0,0,1328431.81,1877,0,0,115,11.8,309429.72,1600000
970000,0,28556,985109.75,1985,0,0,88,9.51,124103.52,945000
970000,0,28556,950045.71,1985,0,0,88,9.01,119686.17,895000
1000000,0,0,948879.87,1986,0,0,72,9.01,310568.38,1150000
970000,0,0,920413.47,1986,0,0,68,18.78,320816.28,750000
1050000,0,0,1027684.27,1987,0,0,78,6.01,314177.76,1150000
840000,0,0,797059.09,1987,0,0,64,9.65,203724.51,860000
1350000,0,0,1350000,1986,0,0,115,35.62,309300,1575000
1550000,0,0,1470763.79,2000,0,0,102,17.73,327173.78,1500000
1050000,0,23577,1050000,1895,0,0,101,31.12,50700,1300000
1950000,0,0,1950000,1992,0,0,140,39.32,481400,2302000
650000,0,23714,636628.57,1898,0,0,56,20.05,130068.11,600000
470000,0,29275,470684.62,1991,0,0,36,27.05,166842.67,378000
800000,0,17476,783542.86,1857,0,0,76,18.77,85014.4,825000
1650000,0,0,1600761.02,1997,0,0,113,8.71,411444.09,1625000
1350000,0,0,1350000,1996,0,0,98,24.74,312700,1448000
2400000,0,0,2400000,1997,0,0,151,29.59,562800,2525000
2100000,0,0,2125947.71,1999,0,0,148,31.35,554366.17,2600000
610000,0,18089,619502.01,1937,0,0,52,0.37,47325.89,720000
2400000,0,0,2348992.61,2005,0,0,159,3.92,489079.84,2625000
1350000,0,0,1344627.19,2004,0,0,85,31.35,285359.77,1550000
1200000,0,0,1214827.26,2004,0,0,86,26.83,266857.06,1250000
1400000,0,0,1328431.81,2005,0,0,89,18.7,300889.81,1540000
1650000,0,21753,1650000,2003,0,0,116,23.4,106000,1525000
1100000,0,24057,1134010.73,1972,0,0,207,5,295873.71,869000
2500000,0,0,2496896.26,2007,0,0,184,4.47,504772.55,2575000
2800000,0,0,2800000,2006,0,0,177,38.13,501100,2695000
3150000,0,0,2988971.58,2007,0,0,205,21.54,504044.99,3900000
1800000,0,0,1820316.84,2008,0,0,93,5.4,210246.6,1525000
2400000,0,0,2303307.56,2007,0,0,158,18.13,347415.56,1900000
590000,0,18661,577862.86,1910,0,0,81,10.23,203819.09,815000
440000,0,18661,430948.57,1910,0,0,83,8.94,203819.09,790000
2250000,0,0,2202180.58,2008,0,0,153,5.15,403047.98,2295000
2100000,0,0,1992647.72,2009,0,0,155,17.51,387617.43,2530000
1250000,0,10870,1250000,2006,0,0,75,23.4,101600,1375000
2200000,0,10870,2126364.76,2006,0,0,130,30.74,188569.89,2498000
1700000,0,0,1700000,2008,0,0,133,29.98,305400,1995000
1700000,0,0,1700000,2008,0,0,133,31.89,303500,1985000
940000,0,5949,920662.86,1902,0,0,95,17.41,34280,473000
760000,0,5949,744365.71,1902,0,0,76,9.65,30460.23,379000
525300,0,0,525300,0,0,0,0,30.61,525300,2900000
1300000,0,0,1260713.23,1969,0,0,111,5.31,562666.01,1300000
1500000,0,0,1487070.47,1973,0,0,143,10.68,559237.64,1375000
1100000,0,0,1100000,1974,0,0,120,26.45,441800,1025000
1350000,0,0,1300056.41,1972,0,0,137,3.63,415440.25,1155000
1300000,0,0,1288794.41,1973,0,0,134,17.82,446616.83,1500000
1400000,0,0,1400000,1981,0,0,129,36.33,431400,1351000
1400000,0,0,1348206.65,1957,0,36,86,0.37,670732.81,1480000
1400000,0,0,1400000,1960,0,0,100,29.66,757800,1525000
1200000,0,0,1189656.38,1961,0,25,131,9.65,438289.24,1575000
2150000,0,0,2150000,1906,0,0,156,32.36,1072900,2285000
1100000,0,0,1075851.31,1971,0,0,72,18.94,429166.87,951000
920000,0,0,912069.89,1986,0,0,59,11.45,436009.06,530000
1350000,0,0,1350000,2004,0,0,90,35.62,443600,1408888
900000,0,0,904180.2,1975,0,0,85,3.61,442746.9,1295000
730000,0,0,730945.07,1965,0,0,76,-0.03,303492.4,1100000
1300000,0,0,1300000,1946,0,0,46,32.36,866800,1950000
1850000,0,0,1806627,1960,335,128,263,5.4,205467.2,1950000
1000000,0,0,1000000,1905,0,0,147,31.54,391100,1500000
1250000,0,0,1267034.91,1962,0,0,149,5.39,378488.67,1695000
1350000,0,0,1373143.29,1897,0,0,136,26.83,590858.47,725000
1850000,0,0,1794091.9,1900,0,0,170,3.91,555780.58,1100000
1200000,0,0,1189656.38,1939,0,0,102,15.98,556461.77,750000
1700000,0,0,1700000,1971,0,0,170,35.56,588300,1820000
1500000,0,0,1500000,1969,0,0,148,36.33,581700,2110000
1300000,0,0,1300000,1974,0,0,157,28.22,439500,1395000
1300000,0,0,1300000,1974,0,0,160,29.69,443500,1200000
1250000,0,0,1239225.39,1974,0,0,152,17.38,403491.79,1125000
870000,0,0,879836.49,1969,0,0,46,9.51,346776.94,625000
1600000,0,0,1600000,1968,0,50,136,29.98,570800,1825000
1450000,0,0,1437501.46,1971,0,0,136,8.94,576685.93,1120000
1600000,0,0,1586208.5,1966,0,0,160,18.77,573116.96,2050000
1600000,0,0,1621804.69,1964,0,0,137,3.41,557394,1425000
1250000,0,0,1267034.91,1963,0,0,148,3.41,403221.19,1750000
2850000,0,0,2850000,1970,0,0,282,27.69,853200,3400000
1950000,0,0,1877859.26,1971,0,0,194,4.82,687296.49,2200000
770000,0,0,753095.91,1965,0,0,50,20.26,354737.52,700000
1200000,0,0,1200000,1973,0,0,101,44.71,333000,975000
6150000,0,0,6005814.09,1914,792,0,206,-1.19,1374110.73,6225000
1100000,0,0,1112436.95,1966,0,19,80,5.43,305717.9,910000
1450000,0,0,1437501.46,1900,0,0,124,13.63,395263.33,300000
1900000,0,0,1883622.6,1905,0,0,254,19.8,689009.32,700000
1800000,0,0,1824530.27,1972,0,0,244,8.23,514416.17,1600000
1400000,0,0,1415828.84,1965,0,0,82,7.11,366800.8,1625000
1450000,0,0,1450000,1877,0,0,110,31.12,513100,1450000
1400000,0,0,1348206.65,1977,0,0,116,5.57,425070.3,1695000
1450000,0,0,1450000,1900,0,0,185,35.56,397000,995000
2150000,0,0,2179300.05,1938,0,0,179,8.71,560536.24,2710000
3150000,0,0,3150000,1925,0,0,215,39.32,398700,3550000
1450000,0,0,1450000,1946,0,15,118,29.92,382000,801000
3300000,0,0,3344972.16,1937,0,64,127,5.46,994166.27,3450000
3400000,0,0,3400000,1948,0,108,123,29.78,1506900,3850000
2250000,0,0,2250000,1918,0,0,123,30.71,1030100,2400000
1400000,0,0,1400000,1960,0,0,50,31.71,957500,1120000
660000,0,0,660000,1950,0,0,42,39.32,286000,650000
970000,0,0,970000,1964,0,0,96,28.64,302300,810000
970000,0,0,970000,1968,0,0,109,29.69,419400,950000
770000,0,0,770000,1827,0,0,85,45.97,224400,1195000
1250000,0,0,1250000,1907,0,0,141,28.64,555200,995000
1450000,0,0,1450000,1900,0,0,150,29.2,529600,1600000
1350000,0,0,1338363.42,1963,0,0,120,15.98,653418.77,1150000
2000000,0,0,2000000,1870,0,6,148,29.2,791000,2500000
4550000,0,0,4545970.28,1777,602,0,145,6.01,1061758.82,573715
1600000,0,0,1586208.5,1973,0,0,150,17.38,603155.78,1800000
760000,0,0,760000,1965,0,0,55,28.3,362700,800000
1300000,0,0,1300000,1968,0,0,133,36.29,467700,1495000
1500000,34,0,1487070.47,1975,34,70,148,18.13,456233.22,1500000
880000,0,0,853405.88,1961,0,0,96,3.92,381220.29,825000
1100000,0,0,1118857.49,1965,0,0,128,27.86,403093.84,1100000
670000,0,0,673111.93,1961,0,0,43,3.92,304507.8,570000
1650000,0,0,1650000,1972,0,0,141,29.66,559100,1775000
2100000,0,0,2100000,1880,0,0,206,29.66,433600,2645000
1600000,0,0,1551647.05,1952,0,0,140,5.36,563053.92,1660000
800000,0,0,801035.69,1974,0,0,70,6.31,363169.56,600000
1100000,0,0,1118857.49,1959,0,41,115,31.35,424046.99,1125000
2550000,0,0,2550000,1923,0,30,100,36.33,1099900,1343000
2500000,0,0,2497785.87,1912,501,0,130,6.23,408837.59,2900000
